Code,Area,Year,,Year_adj,Sex,FSM,Pupils,Attainment8,Progress8
E09000002,Barking and Dagenham,2016/17,2016,2016,Girls,All other Pupils,875,51.1,0.52
E09000002,Barking and Dagenham,2016/17,2016,2016,All,All Pupils,2185,46.7,0.23
E09000002,Barking and Dagenham,2016/17,2016,2016,Boys,All Pupils,1146,43.5,0.01
E09000002,Barking and Dagenham,2016/17,2016,2016,Girls,All Pupils,1039,50.1,0.47
E09000002,Barking and Dagenham,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,345,40.6,-0.03
E09000002,Barking and Dagenham,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,181,36.6,-0.28
E09000002,Barking and Dagenham,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,164,45.1,0.25
E09000003,Barnet,2016/17,2016,2016,All,All other Pupils,3052,56.7,0.55
E09000003,Barnet,2016/17,2016,2016,Boys,All other Pupils,1575,54.5,0.33
E09000003,Barnet,2016/17,2016,2016,Girls,All other Pupils,1477,59,0.77
E09000003,Barnet,2016/17,2016,2016,All,All Pupils,3528,54.7,0.47
E09000003,Barnet,2016/17,2016,2016,Boys,All Pupils,1811,52.3,0.25
E09000003,Barnet,2016/17,2016,2016,Girls,All Pupils,1717,57.2,0.7
E09000003,Barnet,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,476,42,0.01
E09000003,Barnet,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,236,38.1,-0.27
E09000003,Barnet,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,240,45.9,0.29
E09000004,Bexley,2016/17,2016,2016,All,All other Pupils,2863,50.5,0.02
E09000004,Bexley,2016/17,2016,2016,Boys,All other Pupils,1421,48.2,-0.14
E09000004,Bexley,2016/17,2016,2016,Girls,All other Pupils,1442,52.7,0.18
E09000004,Bexley,2016/17,2016,2016,All,All Pupils,3141,49,-0.05
E09000004,Bexley,2016/17,2016,2016,Boys,All Pupils,1558,46.5,-0.23
E09000004,Bexley,2016/17,2016,2016,Girls,All Pupils,1583,51.5,0.12
E09000004,Bexley,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,278,33.9,-0.81
E09000004,Bexley,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,137,28.8,-1.1
E09000004,Bexley,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,141,38.8,-0.52
E09000005,Brent,2016/17,2016,2016,All,All other Pupils,2521,50.4,0.59
E09000005,Brent,2016/17,2016,2016,Boys,All other Pupils,1262,48.3,0.41
E09000005,Brent,2016/17,2016,2016,Girls,All other Pupils,1259,52.5,0.77
E09000005,Brent,2016/17,2016,2016,All,All Pupils,2908,49,0.49
E09000005,Brent,2016/17,2016,2016,Boys,All Pupils,1444,46.8,0.32
E09000005,Brent,2016/17,2016,2016,Girls,All Pupils,1464,51.1,0.66
E09000005,Brent,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,387,39.8,-0.05
E09000005,Brent,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,182,36.7,-0.22
E09000005,Brent,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,205,42.6,0.09
E09000006,Bromley,2016/17,2016,2016,All,All other Pupils,3046,50.7,0.16
E09000006,Bromley,2016/17,2016,2016,Boys,All other Pupils,1451,48,-0.09
E09000006,Bromley,2016/17,2016,2016,Girls,All other Pupils,1595,53.2,0.37
E09000006,Bromley,2016/17,2016,2016,All,All Pupils,3258,49.8,0.12
E09000006,Bromley,2016/17,2016,2016,Boys,All Pupils,1568,46.9,-0.12
E09000006,Bromley,2016/17,2016,2016,Girls,All Pupils,1690,52.5,0.34
E09000006,Bromley,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,212,36.5,-0.36
E09000006,Bromley,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,117,33.3,-0.49
E09000006,Bromley,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,95,40.3,-0.19
E09000007,Camden,2016/17,2016,2016,All,All other Pupils,1099,51.1,0.18
E09000007,Camden,2016/17,2016,2016,Boys,All other Pupils,472,46.6,-0.13
E09000007,Camden,2016/17,2016,2016,Girls,All other Pupils,627,54.5,0.42
E09000007,Camden,2016/17,2016,2016,All,All Pupils,1513,48.3,0.05
E09000007,Camden,2016/17,2016,2016,Boys,All Pupils,635,44.3,-0.24
E09000007,Camden,2016/17,2016,2016,Girls,All Pupils,878,51.2,0.26
E09000007,Camden,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,414,40.6,-0.28
E09000007,Camden,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,163,37.3,-0.54
E09000007,Camden,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,251,42.8,-0.11
E09000001,City of London,2016/17,2016,2016,All,All other Pupils,.,.,.
E09000001,City of London,2016/17,2016,2016,Boys,All other Pupils,.,.,.
E09000001,City of London,2016/17,2016,2016,Girls,All other Pupils,.,.,.
E09000001,City of London,2016/17,2016,2016,All,All Pupils,.,.,.
E09000001,City of London,2016/17,2016,2016,Boys,All Pupils,.,.,.
E09000001,City of London,2016/17,2016,2016,Girls,All Pupils,.,.,.
E09000001,City of London,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,.,.,.
E09000001,City of London,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,.,.,.
E09000001,City of London,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,.,.,.
E09000008,Croydon,2016/17,2016,2016,All,All other Pupils,2991,46.5,0.14
E09000008,Croydon,2016/17,2016,2016,Boys,All other Pupils,1448,42.6,-0.12
E09000008,Croydon,2016/17,2016,2016,Girls,All other Pupils,1543,50.2,0.37
E09000008,Croydon,2016/17,2016,2016,All,All Pupils,3579,45,0.06
E09000008,Croydon,2016/17,2016,2016,Boys,All Pupils,1716,41.3,-0.19
E09000008,Croydon,2016/17,2016,2016,Girls,All Pupils,1863,48.5,0.28
E09000008,Croydon,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,588,37.6,-0.31
E09000008,Croydon,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,268,34.1,-0.53
E09000008,Croydon,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,320,40.5,-0.11
E09000009,Ealing,2016/17,2016,2016,All,All other Pupils,2294,50.4,0.5
E09000009,Ealing,2016/17,2016,2016,Boys,All other Pupils,1184,47.9,0.34
E09000009,Ealing,2016/17,2016,2016,Girls,All other Pupils,1110,53,0.67
E09000009,Ealing,2016/17,2016,2016,All,All Pupils,2722,48.7,0.42
E09000009,Ealing,2016/17,2016,2016,Boys,All Pupils,1393,46.1,0.23
E09000009,Ealing,2016/17,2016,2016,Girls,All Pupils,1329,51.5,0.61
E09000009,Ealing,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,428,40,0
E09000009,Ealing,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,209,35.7,-0.36
E09000009,Ealing,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,219,44,0.33
E09000010,Enfield,2016/17,2016,2016,All,All other Pupils,2944,47.7,0.13
E09000010,Enfield,2016/17,2016,2016,Boys,All other Pupils,1576,45.6,-0.08
E09000010,Enfield,2016/17,2016,2016,Girls,All other Pupils,1368,50.2,0.37
E09000010,Enfield,2016/17,2016,2016,All,All Pupils,3487,46.2,0.07
E09000010,Enfield,2016/17,2016,2016,Boys,All Pupils,1864,44.1,-0.14
E09000010,Enfield,2016/17,2016,2016,Girls,All Pupils,1623,48.6,0.31
E09000010,Enfield,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,543,38.1,-0.23
E09000010,Enfield,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,288,36,-0.45
E09000010,Enfield,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,255,40.5,0.02
E09000011,Greenwich,2016/17,2016,2016,All,All other Pupils,1816,47.2,0.01
E09000011,Greenwich,2016/17,2016,2016,Boys,All other Pupils,934,45,-0.21
E09000011,Greenwich,2016/17,2016,2016,Girls,All other Pupils,882,49.5,0.25
E09000011,Greenwich,2016/17,2016,2016,All,All Pupils,2166,45.9,-0.05
E09000011,Greenwich,2016/17,2016,2016,Boys,All Pupils,1135,43.3,-0.26
E09000011,Greenwich,2016/17,2016,2016,Girls,All Pupils,1031,48.8,0.19
E09000011,Greenwich,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,350,39.5,-0.37
E09000011,Greenwich,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,201,35.6,-0.52
E09000011,Greenwich,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,149,44.8,-0.17
E09000012,Hackney,2016/17,2016,2016,All,All other Pupils,1345,52,0.52
E09000012,Hackney,2016/17,2016,2016,Boys,All other Pupils,601,49.1,0.31
E09000012,Hackney,2016/17,2016,2016,Girls,All other Pupils,744,54.4,0.68
E09000012,Hackney,2016/17,2016,2016,All,All Pupils,2002,49.4,0.38
E09000012,Hackney,2016/17,2016,2016,Boys,All Pupils,917,46.2,0.17
E09000012,Hackney,2016/17,2016,2016,Girls,All Pupils,1085,52.1,0.56
E09000012,Hackney,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,657,44,0.11
E09000012,Hackney,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,316,40.7,-0.1
E09000012,Hackney,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,341,47,0.29
E09000013,Hammersmith and Fulham,2016/17,2016,2016,All,All other Pupils,1023,53.8,0.3
E09000013,Hammersmith and Fulham,2016/17,2016,2016,Boys,All other Pupils,512,50.2,0.08
E09000013,Hammersmith and Fulham,2016/17,2016,2016,Girls,All other Pupils,511,57.4,0.52
E09000013,Hammersmith and Fulham,2016/17,2016,2016,All,All Pupils,1313,50.9,0.17
E09000013,Hammersmith and Fulham,2016/17,2016,2016,Boys,All Pupils,675,47.2,-0.03
E09000013,Hammersmith and Fulham,2016/17,2016,2016,Girls,All Pupils,638,54.8,0.39
E09000013,Hammersmith and Fulham,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,290,40.6,-0.26
E09000013,Hammersmith and Fulham,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,163,37.7,-0.38
E09000013,Hammersmith and Fulham,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,127,44.3,-0.1
E09000014,Haringey,2016/17,2016,2016,All,All other Pupils,1615,48,0.3
E09000014,Haringey,2016/17,2016,2016,Boys,All other Pupils,834,46.3,0.12
E09000014,Haringey,2016/17,2016,2016,Girls,All other Pupils,781,49.7,0.5
E09000014,Haringey,2016/17,2016,2016,All,All Pupils,2127,46.5,0.29
E09000014,Haringey,2016/17,2016,2016,Boys,All Pupils,1110,44.6,0.12
E09000014,Haringey,2016/17,2016,2016,Girls,All Pupils,1017,48.6,0.48
E09000014,Haringey,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,512,41.9,0.26
E09000014,Haringey,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,276,39.3,0.11
E09000014,Haringey,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,236,44.9,0.43
E09000015,Harrow,2016/17,2016,2016,All,All other Pupils,1807,50.9,0.51
E09000015,Harrow,2016/17,2016,2016,Boys,All other Pupils,913,48,0.26
E09000015,Harrow,2016/17,2016,2016,Girls,All other Pupils,894,53.9,0.76
E09000015,Harrow,2016/17,2016,2016,All,All Pupils,2049,49.7,0.47
E09000015,Harrow,2016/17,2016,2016,Boys,All Pupils,1029,46.8,0.22
E09000015,Harrow,2016/17,2016,2016,Girls,All Pupils,1020,52.6,0.72
E09000015,Harrow,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,242,40.9,0.15
E09000015,Harrow,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,116,37.7,-0.1
E09000015,Harrow,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,126,43.9,0.4
E09000016,Havering,2016/17,2016,2016,All,All other Pupils,2533,48.7,0.02
E09000016,Havering,2016/17,2016,2016,Boys,All other Pupils,1315,46.6,-0.11
E09000016,Havering,2016/17,2016,2016,Girls,All other Pupils,1218,51.1,0.17
E09000016,Havering,2016/17,2016,2016,All,All Pupils,2794,47.5,-0.04
E09000016,Havering,2016/17,2016,2016,Boys,All Pupils,1435,45.6,-0.16
E09000016,Havering,2016/17,2016,2016,Girls,All Pupils,1359,49.5,0.09
E09000016,Havering,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,261,35.7,-0.64
E09000016,Havering,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,120,35.3,-0.68
E09000016,Havering,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,141,36,-0.6
E09000017,Hillingdon,2016/17,2016,2016,All,All other Pupils,2678,48.4,0.18
E09000017,Hillingdon,2016/17,2016,2016,Boys,All other Pupils,1427,45.7,-0.05
E09000017,Hillingdon,2016/17,2016,2016,Girls,All other Pupils,1251,51.5,0.45
E09000017,Hillingdon,2016/17,2016,2016,All,All Pupils,3075,47.1,0.14
E09000017,Hillingdon,2016/17,2016,2016,Boys,All Pupils,1631,44.2,-0.09
E09000017,Hillingdon,2016/17,2016,2016,Girls,All Pupils,1444,50.4,0.4
E09000017,Hillingdon,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,397,38.2,-0.14
E09000017,Hillingdon,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,204,33.7,-0.39
E09000017,Hillingdon,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,193,42.9,0.11
E09000018,Hounslow,2016/17,2016,2016,All,All other Pupils,2301,48.8,0.44
E09000018,Hounslow,2016/17,2016,2016,Boys,All other Pupils,1214,46.1,0.29
E09000018,Hounslow,2016/17,2016,2016,Girls,All other Pupils,1087,51.8,0.61
E09000018,Hounslow,2016/17,2016,2016,All,All Pupils,2641,48,0.41
E09000018,Hounslow,2016/17,2016,2016,Boys,All Pupils,1392,45.6,0.25
E09000018,Hounslow,2016/17,2016,2016,Girls,All Pupils,1249,50.7,0.57
E09000018,Hounslow,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,340,42.6,0.17
E09000018,Hounslow,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,178,41.6,0.03
E09000018,Hounslow,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,162,43.6,0.31
E09000019,Islington,2016/17,2016,2016,All,All other Pupils,915,47.7,0.24
E09000019,Islington,2016/17,2016,2016,Boys,All other Pupils,494,45.4,0.01
E09000019,Islington,2016/17,2016,2016,Girls,All other Pupils,421,50.5,0.51
E09000019,Islington,2016/17,2016,2016,All,All Pupils,1377,45.6,0.13
E09000019,Islington,2016/17,2016,2016,Boys,All Pupils,715,43.8,-0.07
E09000019,Islington,2016/17,2016,2016,Girls,All Pupils,662,47.5,0.35
E09000019,Islington,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,462,41.3,-0.07
E09000019,Islington,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,221,40.3,-0.23
E09000019,Islington,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,241,42.2,0.08
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,All other Pupils,617,56.1,0.5
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,All other Pupils,374,56.8,0.41
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,All other Pupils,243,55,0.64
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,All Pupils,739,55,0.45
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,All Pupils,433,55.5,0.33
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,All Pupils,306,54.2,0.62
E09000020,Kensington and Chelsea,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,122,49.4,0.21
E09000020,Kensington and Chelsea,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,59,47.4,-0.13
E09000020,Kensington and Chelsea,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,63,51.4,0.55
E09000021,Kingston upon Thames,2016/17,2016,2016,All,All other Pupils,1403,57,0.48
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,All other Pupils,672,54.5,0.26
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,All other Pupils,731,59.2,0.68
E09000021,Kingston upon Thames,2016/17,2016,2016,All,All Pupils,1517,55.5,0.41
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,All Pupils,726,53.3,0.21
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,All Pupils,791,57.6,0.6
E09000021,Kingston upon Thames,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,114,38,-0.34
E09000021,Kingston upon Thames,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,54,38.5,-0.44
E09000021,Kingston upon Thames,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,60,37.6,-0.26
E09000022,Lambeth,2016/17,2016,2016,All,All other Pupils,1405,46.9,-0.01
E09000022,Lambeth,2016/17,2016,2016,Boys,All other Pupils,722,43.3,-0.29
E09000022,Lambeth,2016/17,2016,2016,Girls,All other Pupils,683,50.7,0.29
E09000022,Lambeth,2016/17,2016,2016,All,All Pupils,1949,44.3,-0.12
E09000022,Lambeth,2016/17,2016,2016,Boys,All Pupils,1016,40.9,-0.38
E09000022,Lambeth,2016/17,2016,2016,Girls,All Pupils,933,48,0.16
E09000022,Lambeth,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,544,37.5,-0.39
E09000022,Lambeth,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,294,34.9,-0.58
E09000022,Lambeth,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,250,40.7,-0.18
E09000023,Lewisham,2016/17,2016,2016,All,All other Pupils,1782,46.5,-0.18
E09000023,Lewisham,2016/17,2016,2016,Boys,All other Pupils,930,43.8,-0.38
E09000023,Lewisham,2016/17,2016,2016,Girls,All other Pupils,852,49.4,0.06
E09000023,Lewisham,2016/17,2016,2016,All,All Pupils,2247,44.2,-0.28
E09000023,Lewisham,2016/17,2016,2016,Boys,All Pupils,1165,41.5,-0.49
E09000023,Lewisham,2016/17,2016,2016,Girls,All Pupils,1082,47.2,-0.05
E09000023,Lewisham,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,465,35.6,-0.66
E09000023,Lewisham,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,235,32.4,-0.89
E09000023,Lewisham,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,230,39,-0.44
E09000024,Merton,2016/17,2016,2016,All,All other Pupils,1192,52.2,0.59
E09000024,Merton,2016/17,2016,2016,Boys,All other Pupils,618,49.7,0.41
E09000024,Merton,2016/17,2016,2016,Girls,All other Pupils,574,55,0.77
E09000024,Merton,2016/17,2016,2016,All,All Pupils,1420,50.2,0.5
E09000024,Merton,2016/17,2016,2016,Boys,All Pupils,725,47.5,0.3
E09000024,Merton,2016/17,2016,2016,Girls,All Pupils,695,53,0.7
E09000024,Merton,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,228,39.5,0.08
E09000024,Merton,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,107,34.7,-0.28
E09000024,Merton,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,121,43.8,0.39
E09000025,Newham,2016/17,2016,2016,All,All other Pupils,2582,49.5,0.43
E09000025,Newham,2016/17,2016,2016,Boys,All other Pupils,1294,47.2,0.29
E09000025,Newham,2016/17,2016,2016,Girls,All other Pupils,1288,51.8,0.58
E09000025,Newham,2016/17,2016,2016,All,All Pupils,3523,48.4,0.41
E09000025,Newham,2016/17,2016,2016,Boys,All Pupils,1753,46.1,0.26
E09000025,Newham,2016/17,2016,2016,Girls,All Pupils,1770,50.7,0.56
E09000025,Newham,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,941,45.6,0.34
E09000025,Newham,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,459,43.2,0.18
E09000025,Newham,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,482,47.8,0.49
E09000026,Redbridge,2016/17,2016,2016,All,All other Pupils,2819,52.7,0.47
E09000026,Redbridge,2016/17,2016,2016,Boys,All other Pupils,1507,49.9,0.24
E09000026,Redbridge,2016/17,2016,2016,Girls,All other Pupils,1312,56,0.74
E09000026,Redbridge,2016/17,2016,2016,All,All Pupils,3458,51.2,0.42
E09000026,Redbridge,2016/17,2016,2016,Boys,All Pupils,1817,48.2,0.17
E09000026,Redbridge,2016/17,2016,2016,Girls,All Pupils,1641,54.4,0.69
E09000026,Redbridge,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,639,44.2,0.18
E09000026,Redbridge,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,310,40.4,-0.17
E09000026,Redbridge,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,329,47.9,0.51
E09000027,Richmond upon Thames,2016/17,2016,2016,All,All other Pupils,1244,54.2,0.2
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,All other Pupils,629,50.6,-0.05
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,All other Pupils,615,57.9,0.44
E09000027,Richmond upon Thames,2016/17,2016,2016,All,All Pupils,1374,52.7,0.14
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,All Pupils,698,49.3,-0.1
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,All Pupils,676,56.2,0.39
E09000027,Richmond upon Thames,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,130,38,-0.36
E09000027,Richmond upon Thames,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,69,37,-0.54
E09000027,Richmond upon Thames,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,61,39.2,-0.16
E09000028,Southwark,2016/17,2016,2016,All,All other Pupils,1717,52.7,0.4
E09000028,Southwark,2016/17,2016,2016,Boys,All other Pupils,845,51.7,0.37
E09000028,Southwark,2016/17,2016,2016,Girls,All other Pupils,872,53.5,0.43
E09000028,Southwark,2016/17,2016,2016,All,All Pupils,2328,50.5,0.31
E09000028,Southwark,2016/17,2016,2016,Boys,All Pupils,1109,49,0.24
E09000028,Southwark,2016/17,2016,2016,Girls,All Pupils,1219,51.8,0.37
E09000028,Southwark,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,611,44.3,0.06
E09000028,Southwark,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,264,40.3,-0.2
E09000028,Southwark,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,347,47.4,0.25
E09000029,Sutton,2016/17,2016,2016,All,All other Pupils,2491,58,0.31
E09000029,Sutton,2016/17,2016,2016,Boys,All other Pupils,1279,56.4,0.12
E09000029,Sutton,2016/17,2016,2016,Girls,All other Pupils,1212,59.7,0.51
E09000029,Sutton,2016/17,2016,2016,All,All Pupils,2759,56.2,0.24
E09000029,Sutton,2016/17,2016,2016,Boys,All Pupils,1418,54.6,0.06
E09000029,Sutton,2016/17,2016,2016,Girls,All Pupils,1341,57.8,0.43
E09000029,Sutton,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,268,39,-0.42
E09000029,Sutton,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,139,38.1,-0.55
E09000029,Sutton,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,129,39.9,-0.28
E09000030,Tower Hamlets,2016/17,2016,2016,All,All other Pupils,1453,49,0.3
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,All other Pupils,718,46.8,0.1
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,All other Pupils,735,51.1,0.5
E09000030,Tower Hamlets,2016/17,2016,2016,All,All Pupils,2623,47.2,0.25
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,All Pupils,1303,44.1,-0.04
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,All Pupils,1320,50.3,0.54
E09000030,Tower Hamlets,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,1170,45,0.2
E09000030,Tower Hamlets,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,585,40.9,-0.19
E09000030,Tower Hamlets,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,585,49.2,0.58
E09000031,Waltham Forest,2016/17,2016,2016,All,All other Pupils,2075,46.8,0.2
E09000031,Waltham Forest,2016/17,2016,2016,Boys,All other Pupils,1064,44.3,-0.04
E09000031,Waltham Forest,2016/17,2016,2016,Girls,All other Pupils,1011,49.5,0.46
E09000031,Waltham Forest,2016/17,2016,2016,All,All Pupils,2486,45.5,0.14
E09000031,Waltham Forest,2016/17,2016,2016,Boys,All Pupils,1254,43,-0.09
E09000031,Waltham Forest,2016/17,2016,2016,Girls,All Pupils,1232,47.9,0.38
E09000031,Waltham Forest,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,411,38.6,-0.15
E09000031,Waltham Forest,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,190,36,-0.38
E09000031,Waltham Forest,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,221,40.8,0.05
E09000032,Wandsworth,2016/17,2016,2016,All,All other Pupils,1406,51.1,0.25
E09000032,Wandsworth,2016/17,2016,2016,Boys,All other Pupils,772,50,0.19
E09000032,Wandsworth,2016/17,2016,2016,Girls,All other Pupils,634,52.4,0.32
E09000032,Wandsworth,2016/17,2016,2016,All,All Pupils,1695,49.5,0.21
E09000032,Wandsworth,2016/17,2016,2016,Boys,All Pupils,925,48.2,0.12
E09000032,Wandsworth,2016/17,2016,2016,Girls,All Pupils,770,51.1,0.31
E09000032,Wandsworth,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,289,41.8,0.01
E09000032,Wandsworth,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,153,38.9,-0.22
E09000032,Wandsworth,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,136,45.1,0.28
E09000033,Westminster,2016/17,2016,2016,All,All other Pupils,1088,55.2,0.57
E09000033,Westminster,2016/17,2016,2016,Boys,All other Pupils,492,50.2,0.27
E09000033,Westminster,2016/17,2016,2016,Girls,All other Pupils,596,59.4,0.83
E09000033,Westminster,2016/17,2016,2016,All,All Pupils,1535,52.6,0.47
E09000033,Westminster,2016/17,2016,2016,Boys,All Pupils,727,47.7,0.16
E09000033,Westminster,2016/17,2016,2016,Girls,All Pupils,808,57,0.76
E09000033,Westminster,2016/17,2016,2016,All,Pupils known to be eligible for free school meals,447,46,0.24
E09000033,Westminster,2016/17,2016,2016,Boys,Pupils known to be eligible for free school meals,235,42.4,-0.07
E09000033,Westminster,2016/17,2016,2016,Girls,Pupils known to be eligible for free school meals,212,50.1,0.57
E09000002,Barking and Dagenham,2017/18,2017,2017,All,All other Pupils,1835,47.5,0.23
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,All other Pupils,938,44.7,0.05
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls ,All other Pupils,897,50.4,0.4
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,All Pupils,1119,43.3,0
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls ,All Pupils,1080,49.1,0.34
E09000002,Barking and Dagenham,2017/18,2017,2017,All,All Pupils ,2199,46.1,0.17
E09000002,Barking and Dagenham,2017/18,2017,2017,All,Pupils known to be eligible for free school meals,364,39.3,-0.08
E09000002,Barking and Dagenham,2017/18,2017,2017,Boys,Pupils known to be eligible for free school meals,181,36.1,-0.21
E09000002,Barking and Dagenham,2017/18,2017,2017,Girls ,Pupils known to be eligible for free school meals,183,42.4,0.04
E09000003,Barnet,2017/18,2017,2017,All,All other Pupils,3323,58,0.65
E09000003,Barnet,2017/18,2017,2017,Boys,All other Pupils,1709,55.3,0.41
